Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2019,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,CH,AT,UA,,1,bodies,,P,O
2019,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,IS,DK,XX,,252,specimens,,S,O
2019,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,IS,DK,XX,,30,specimens,,S,W
2019,I,Acipenser brevirostrum,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,CA,,2,live,,T,D
2019,I,Acipenser sturio,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,,,1,skins,,Q,I
2019,I,Acipenser sturio,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,GB,XX,,1,bodies,,Q,O
2019,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CH,DE,,,1,bodies,,T,C
2019,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CH,DE,,,1,bones,,T,C
2019,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CH,DE,,,1,skulls,,T,C
2019,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,NO,SE,,,1,live,,Z,C
2019,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CZ,CN,,5,,live,,T,D
2019,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,CH,IT,XX,,1,bodies,,Q,O
2019,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,IT,CH,XX,1,,bodies,,Q,O
2019,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,GB,JE,,1,,bodies,,S,C
2019,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,GB,JE,,2,,live,,Z,C
2019,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,ID,NL,,,4,live,,T,C
2019,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,CH,DE,CL,,1,live,,T,D
2019,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,CH,IT,,,40,live,,T,D
2019,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,NL,CL,,91300,,live,,T,D
2019,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,RU,IT,,,18,live,,T,D
2019,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,1,,baleen,,P,O
2019,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,2,,baleen,,P,W
2019,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,0.96,,baleen,kg,S,W
2019,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,0.67,,specimens,kg,S,W
2019,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,0.90,,baleen,kg,S,W
2019,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,0.63,,specimens,kg,S,W
2019,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,400,,specimens,,S,W
2019,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,ES,IS,,0.025,,specimens,kg,S,W
2019,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,GB,GS,,0.62,,specimens,kg,S,W
2019,I,Acrantophis dumerili,Reptilia,Serpentes,Boidae,Acrantophis,AM,PL,,,3,live,,Z,F
2019,I,Acrantophis madagascariensis,Reptilia,Serpentes,Boidae,Acrantophis,JE,PL,,,2,live,,Z,C
2019,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,DE,CH,,6,,live,,P,C
2019,I,Boidae spp.,Reptilia,Serpentes,Boidae,,AT,MZ,,2,,trophies,,H,W
2019,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,CH,DE,,,2,live,,T,C
2019,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,DK,US,,1,,trophies,,H,F
2019,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,GB,AE,,88,,specimens,ml,S,F
2019,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,SK,CA,,1,,trophies,,P,F
2019,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,CZ,IN,,4,,live,,Z,C
2019,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,GB,CH,XX,2,,horn carvings,,T,O
2019,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,DE,US,,3,,trophies,,H,F
2019,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,ES,TJ,,1,,trophies,,H,W
2019,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,IT,PK,,1,,trophies,,H,W
2019,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,PH,DE,PK,,1,trophies,,H,W
2019,I,Capra falconeri heptneri,Mammalia,Artiodactyla,Bovidae,Capra,ES,TJ,,1,,trophies,,H,W
2019,I,Capra falconeri heptneri,Mammalia,Artiodactyla,Bovidae,Capra,TR,SK,,,2,bodies,,H,C
2019,I,Capricornis sumatraensis,Mammalia,Artiodactyla,Bovidae,Capricornis,ID,NL,XX,,1,horns,,E,O
2019,I,Hippotragus niger,Mammalia,Artiodactyla,Bovidae,Hippotragus,ID,DK,,,2,live,,Z,C
2019,I,Hippotragus niger variani,Mammalia,Artiodactyla,Bovidae,Hippotragus,US,GB,XX,,1,trophies,,T,O
2019,I,Nanger dama,Mammalia,Artiodactyla,Bovidae,Nanger,GB,AE,,90,,specimens,ml,S,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DE,ZA,,3,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,US,,1,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,ZA,,17,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,ZA,,2,,trophies,,H,W
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,ES,ZA,,8,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,ES,ZA,,1,,trophies,,H,W
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,AE,,429,,specimens,ml,S,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,ZA,,5,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,HR,US,,1,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,HU,ZA,,7,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,MK,HU,,,1,trophies,,Z,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PL,ZA,,2,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,RU,ES,ZA,,1,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,SE,ZA,,1,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,SK,ZA,,1,,trophies,,H,F
2019,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,UY,ES,ZA,,2,trophies,,H,F
2019,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,DK,AE,,1,,trophies,,H,C
2019,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,GB,AE,,78,,specimens,ml,S,F
2019,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,RO,AE,,2,,trophies,,H,C
2019,I,Aceros nipalensis,Aves,Coraciiformes,Bucerotidae,Aceros,US,GB,XX,,1,skulls,,T,O
2019,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,NL,SG,XX,1,,live,,Z,U
2019,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,US,,1,,live,,P,F
2019,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,ZA,,1,,live,,P,C
2019,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,IQ,JO,,5,,live,,E,F
2019,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,TR,US,,1,,live,,P,F
2019,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,GB,,,2,live,,T,C
2019,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,IT,,,1,live,,T,C
2019,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,SG,,1,,live,,P,U
2019,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,IQ,JO,,5,,live,,E,F
2019,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,KR,ES,PT,,1,live,,T,C
2019,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,NO,SE,NO,,1,live,,P,F
2019,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,US,GB,XX,,1,bodies,,T,O
2019,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,AT,,,2,live,,T,C
2019,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,UA,,1,,live,,P,C
2019,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,DE,PH,,11,,live,,T,C
2019,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,US,GB,XX,,1,bodies,,T,O
2019,I,Ariocarpus agavoides,,Caryophyllales,Cactaceae,Ariocarpus,IN,DE,,,10,seeds,,T,D
2019,I,Ariocarpus agavoides,,Caryophyllales,Cactaceae,Ariocarpus,JP,DE,,,2,live,,T,D
2019,I,Ariocarpus bravoanus,,Caryophyllales,Cactaceae,Ariocarpus,JP,DE,,,10,seeds,,T,D
2019,I,Ariocarpus bravoanus,,Caryophyllales,Cactaceae,Ariocarpus,US,DE,,,10,seeds,,T,D
2019,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,1,live,,T,D
2019,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,JP,DE,,,50,seeds,,T,D
2019,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,US,CZ,,,2,live,,T,D
2019,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,US,IT,,,2,live,,T,D
2019,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,JP,DE,,,2,live,,T,D
2019,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,US,CZ,,,1,live,,T,D
2019,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,AU,CZ,,,3,live,,T,D
2019,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,9,live,,T,D
2019,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CH,DE,,,1,live,,T,D
2019,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,DE,TH,,9,,live,,T,D
2019,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,JP,DE,,,10,seeds,,T,D
2019,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,US,CZ,,,1,live,,T,D
2019,I,Ariocarpus scaphirostris,,Caryophyllales,Cactaceae,Ariocarpus,IN,DE,,,10,seeds,,T,D
2019,I,Ariocarpus scaphirostris,,Caryophyllales,Cactaceae,Ariocarpus,JP,DE,,,1,live,,T,D
2019,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,CH,DE,,,1,live,,T,D
2019,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,AU,CZ,,,1,live,,T,D
2019,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CA,IT,,,4,live,,T,D
2019,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,DE,PH,,57,,live,,P,A
2019,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,DE,TH,,210,,live,,T,D
2019,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,DE,TH,,600,,seeds,,T,D
2019,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,SG,CZ,,,6,live,,T,D
2019,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,DE,PH,,1,,live,,P,A
2019,I,Discocactus bahiensis,,Caryophyllales,Cactaceae,Discocactus,IN,DE,,,10,seeds,,T,D
2019,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,CH,DE,,,1,live,,T,D
2019,I,Discocactus pseudoinsignis,,Caryophyllales,Cactaceae,Discocactus,IN,DE,,,10,seeds,,T,D
2019,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,IN,DE,,,10,seeds,,T,D
2019,I,Echinocereus schmollii,,Caryophyllales,Cactaceae,Echinocereus,CH,DE,,,1,live,,T,D
2019,I,Escobaria sneedii,,Caryophyllales,Cactaceae,Escobaria,AE,NL,,,9,live,,,A
2019,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,DE,PH,,4,,live,,P,A
2019,I,Pediocactus bradyi,,Caryophyllales,Cactaceae,Pediocactus,JP,CZ,,,70,live,,T,D
2019,I,Pediocactus bradyi winkleri,,Caryophyllales,Cactaceae,Pediocactus,JP,CZ,,,30,live,,T,A
2019,I,Pediocactus paradinei,,Caryophyllales,Cactaceae,Pediocactus,JP,CZ,,,60,live,,T,D
2019,I,Pediocactus peeblesianus,,Caryophyllales,Cactaceae,Pediocactus,CH,DE,,,1,live,,T,D
2019,I,Pediocactus peeblesianus,,Caryophyllales,Cactaceae,Pediocactus,JP,CZ,,,196,live,,T,D
2019,I,Pediocactus sileri,,Caryophyllales,Cactaceae,Pediocactus,JP,CZ,,,252,live,,T,D
2019,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,CH,DE,,,2,live,,T,D
2019,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,CH,IT,,,1,live,,T,D
2019,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,US,DE,,,40,seeds,,T,D
2019,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,CH,DE,,,1,live,,T,D
2019,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,US,DE,,,2,live,,T,D
2019,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,US,IT,,,3,live,,T,D
2019,I,Sclerocactus mesae-verdae,,Caryophyllales,Cactaceae,Sclerocactus,JP,CZ,,,50,live,,T,A
2019,I,Sclerocactus nyensis,,Caryophyllales,Cactaceae,Sclerocactus,JP,CZ,,,4,live,,T,D
2019,I,Sclerocactus papyracanthus,,Caryophyllales,Cactaceae,Sclerocactus,JP,CZ,,,22,live,,T,A
2019,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,CH,DE,,,2,live,,T,D
2019,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,US,DE,,,2,live,,T,D
2019,I,Turbinicarpus beguinii,,Caryophyllales,Cactaceae,Turbinicarpus,JP,DE,,,10,seeds,,T,D
2019,I,Turbinicarpus horripilus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,IT,,,1,live,,T,D
2019,I,Turbinicarpus laui,,Caryophyllales,Cactaceae,Turbinicarpus,JP,DE,,,10,seeds,,T,D
2019,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,CA,IT,,,1,live,,T,D
2019,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,US,IT,,,1,live,,T,D
2019,I,Turbinicarpus pseudomacrochele,,Caryophyllales,Cactaceae,Turbinicarpus,CA,IT,,,5,live,,T,D
2019,I,Turbinicarpus saueri,,Caryophyllales,Cactaceae,Turbinicarpus,CH,IT,,,1,live,,T,D
2019,I,Turbinicarpus saueri,,Caryophyllales,Cactaceae,Turbinicarpus,JP,DE,,,30,seeds,,T,D
2019,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,CA,IT,,,5,live,,T,D
2019,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,JP,DE,,,20,seeds,,T,D
2019,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CA,IT,PE,,3,cloth,,T,W
2019,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CN,IT,PE,,3,cloth,,T,W
2019,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,ID,IT,PE,,3,cloth,,T,W
2019,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,IL,PL,,,1,live,,B,C
2019,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,TR,DE,,1,,live,,Z,C
2019,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,JP,GB,,,2,live,,Z,C
2019,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,CH,DE,CH,,1,derivatives,,E,C
2019,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,CZ,CA,,1,,live,,Z,C
2019,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,CZ,KR,,2,,live,,Z,C
2019,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CH,DK,,,1,live,,Z,C
2019,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,GB,JE,,14,,bodies,,S,C
2019,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,RU,DE,,,2,live,,Z,C
2019,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,CZ,DE,,1,live,,T,C
2019,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,CZ,,,1,live,,T,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,CN,CZ,NL,,2,live,,T,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,CN,CZ,,,4,live,,T,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,GB,JE,BR,1,,bodies,,S,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,GB,JE,,1,,bodies,,S,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,RU,CZ,DE,,2,live,,T,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,DE,,13,live,,T,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,,,8,live,,T,C
2019,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,DE,,,2,live,,T,C
2019,I,Leontopithecus chrysopygus,Mammalia,Primates,Cebidae,Leontopithecus,GB,JE,,4,,bodies,,S,C
2019,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,GB,JE,HU,1,,bodies,,S,C
2019,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,GB,JE,,4,,bodies,,S,C
2019,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,RU,DE,,,2,live,,Z,C
2019,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,BR,1,,bodies,,S,F
2019,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,BR,4,,bodies,,S,W
2019,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,33,,bodies,,S,C
2019,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,3,,bodies,,S,F
2019,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,2,,live,,Z,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CH,SE,,,1,live,,Z,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,CZ,DE,,3,live,,T,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,CZ,GB,,5,live,,T,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,CZ,SK,,2,live,,T,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,CZ,,,2,live,,T,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,DK,NO,,1,,specimens,,S,O
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,2,,bodies,,S,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,KR,CZ,DE,,4,live,,T,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,KR,CZ,,,1,live,,T,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,RU,CZ,,,2,live,,Z,C
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,SA,GB,XX,,1,specimens,ml,M,O
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TW,GB,XX,,1,specimens,,M,O
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,US,GB,XX,,1,bodies,,T,O
2019,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,ZA,GB,XX,,0.001,specimens,kg,M,O
2019,I,Polymita spp.,Gastropoda,Stylommatophora,Cepolidae,Polymita,US,IT,CU,,70,shells,,T,U
2019,I,Polymita picta,Gastropoda,Stylommatophora,Cepolidae,Polymita,XV,GB,XX,,2,shells,,Q,O
2019,I,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,,1692.8,specimens,,S,W
2019,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,IL,NL,,,1,live,,Z,C
2019,I,Piliocolobus kirkii,Mammalia,Primates,Cercopithecidae,Piliocolobus,US,GB,XX,,1,skulls,,T,O
2019,I,Semnopithecus entellus,Mammalia,Primates,Cercopithecidae,Semnopithecus,CN,CZ,DE,,1,live,,T,C
2019,I,Semnopithecus entellus,Mammalia,Primates,Cercopithecidae,Semnopithecus,CN,CZ,FR,,4,live,,T,C
2019,I,Dama dama,Mammalia,Artiodactyla,Cervidae,Dama,AU,GB,,,2,garments,,E,O
2019,I,Dama dama,Mammalia,Artiodactyla,Cervidae,Dama,GB,AU,GB,2,,garments,,Q,O
2019,I,Cheirogaleus medius,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,DE,MG,,10,,specimens,mg,S,W
2019,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,17,,specimens,mg,S,W
2019,I,Microcebus berthae,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,25,,specimens,mg,S,W
2019,I,Microcebus gerpi,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,140,,specimens,g,S,W
2019,I,Microcebus gerpi,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,12,,specimens,,S,W
2019,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,330,,specimens,mg,S,W
2019,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,GB,XX,,1,bodies,,T,O
2019,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,ES,JP,,2,,live,,S,C
2019,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,LB,XX,2,,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AE,GB,XX,,9,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AT,JP,XX,1,,carvings,,Q,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AT,KR,XX,3,,carvings,,Q,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AU,GB,XX,,1,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,DE,XX,,2,jewellery,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,GB,XX,,1,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,IT,XX,,1,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CL,GB,XX,,1,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,17,,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,GG,XX,1,,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,JE,XX,1,,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,MC,XX,15,,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,TW,XX,1,,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,1,,carvings,,Q,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,GB,XX,,6,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,JP,TR,,,1,carapaces,,Q,U
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,NZ,GB,XX,,1,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SE,CH,,1,,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TR,GB,XX,,1,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TR,JP,TR,1,,carapaces,,Q,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TW,GB,XX,,1,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,,30,carvings,,T,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,XV,GB,XX,,2,jewellery,,Q,O
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,XX,DE,XX,,1,carvings,,P,O
2019,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AT,JP,XX,1,,carapaces,,Q,O
2019,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,GB,XX,,6,carvings,,T,O
2019,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CL,GB,XX,,1,carvings,,T,O
2019,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,GB,XX,,1,carvings,,T,O
