Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,MD,NL,,,7,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,NL,CN,,80028,,live,,T,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,NO,NL,,,120,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,OM,NL,,,16,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,QA,NL,,,7550,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,RS,NL,,,280,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,SA,NL,,,23656,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,SG,NL,,,1,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,SR,NL,,,3,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,SX,NL,,,6,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,TR,NL,,,21200,live,,,A
2019,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,UA,NL,,,24,live,,,A
2019,II,Parodia subterranea,,Caryophyllales,Cactaceae,Parodia,CH,NL,,,2,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,AE,NL,,,7760,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,AF,NL,,,30,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,AM,NL,,,22,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,AW,NL,,,215,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,AZ,NL,,,54,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,BA,NL,,,2015,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,BB,NL,,,130,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,BH,NL,,,158,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,BN,NL,,,28,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,BQ,NL,,,12,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,BY,NL,,,9,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,CH,NL,,,5472,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,CW,NL,,,80,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,DO,NL,,,10,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,DZ,NL,,,175,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,EG,NL,,,27,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,GF,NL,,,20,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,GH,NL,,,49,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,HK,NL,,,60,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,IQ,NL,,,3708,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,IS,NL,,,122,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,JO,NL,,,887,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,KE,NL,,,26,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,KV,NL,,,40,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,KW,NL,,,691,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,LB,NL,,,2736,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,MD,NL,,,977,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,ME,NL,,,400,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,MG,NL,,,1,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,MK,NL,,,570,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,MV,NL,,,40,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,NG,NL,,,32,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,NL,ET,,116943,,live,,T,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,NO,NL,,,1119,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,NP,NL,,,92,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,OM,NL,,,92,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,QA,NL,,,405,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,RS,NL,,,883,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,SA,NL,,,360,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,SG,NL,,,12,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,SN,NL,,,2,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,SR,NL,,,53,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,TN,NL,,,1465,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,TR,NL,,,8944,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,TZ,NL,,,51,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,UA,NL,,,3026,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,UZ,NL,,,8,live,,,A
2019,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,ZW,NL,,,5,live,,,A
2019,II,Parodia werdermanniana,,Caryophyllales,Cactaceae,Parodia,AE,NL,,,24,live,,,A
2019,II,Parodia werdermanniana,,Caryophyllales,Cactaceae,Parodia,AL,NL,,,200,live,,,A
2019,II,Parodia werdermanniana,,Caryophyllales,Cactaceae,Parodia,CH,NL,,,4,live,,,A
2019,II,Parodia werdermanniana,,Caryophyllales,Cactaceae,Parodia,SX,NL,,,5,live,,,A
2019,II,Parodia werdermanniana,,Caryophyllales,Cactaceae,Parodia,TR,NL,,,312,live,,,A
2019,II,Pediocactus nigrispinus,,Caryophyllales,Cactaceae,Pediocactus,JP,CZ,,,70,live,,T,A
2019,II,Pfeiffera spp.,,Caryophyllales,Cactaceae,Pfeiffera,TZ,NL,,,700,live,,,A
2019,II,Pfeiffera spp.,,Caryophyllales,Cactaceae,Pfeiffera,US,NL,,,13,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,AE,NL,,,37,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,AZ,NL,,,7,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,BA,NL,,,12,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,BB,NL,,,7,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,CH,NL,,,1712,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,HK,NL,,,19,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,IQ,NL,,,12,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,JO,NL,,,11,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,JP,NL,,,400,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,KW,NL,,,5,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,LB,NL,,,15,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,NL,TZ,,82270,,stems,,T,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,NO,NL,,,322,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,OM,NL,,,3,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,SG,NL,,,2,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,TR,NL,,,132,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,UA,NL,,,20,live,,,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,US,NL,,,1,live,,,A
2019,II,Pfeiffera miyagawae,,Caryophyllales,Cactaceae,Pfeiffera,US,NL,,,4,live,,,A
2019,II,Pfeiffera monacantha,,Caryophyllales,Cactaceae,Pfeiffera,CH,NL,,,1,live,,,A
2019,II,Pfeiffera monacantha,,Caryophyllales,Cactaceae,Pfeiffera,NO,NL,,,36,live,,,A
2019,II,Pfeiffera monacantha,,Caryophyllales,Cactaceae,Pfeiffera,US,NL,,,7,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,23621,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,AF,NL,,,160,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,AL,NL,,,10,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,AM,NL,,,21,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,AW,NL,,,269,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,AZ,NL,,,290,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,BA,NL,,,396,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,BB,NL,,,14,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,BH,NL,,,489,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,BN,NL,,,74,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,BQ,NL,,,15,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,38932,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,CW,NL,,,36,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,CY,NL,,,1022,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,DO,NL,,,3,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,FO,NL,,,4,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,GE,NL,,,2904,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,GF,NL,,,67,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,GH,NL,,,42,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,HK,NL,,,110,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,IQ,NL,,,1804,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,IS,NL,,,627,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,JO,NL,,,807,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KE,NL,,,20,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KR,IT,,,30600,live,,T,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KR,NL,,,3132,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KV,NL,,,33,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KW,NL,BE,70,,live,,T,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KW,NL,IT,6,,live,,T,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KW,NL,,564,,live,,T,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KW,NL,,,2261,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,KZ,NL,,,30,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,LB,NL,,,1155,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,MA,NL,,,1397,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,MD,NL,,,876,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,ME,NL,,,97,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,MK,NL,,,382,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,MV,NL,,,20,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,NG,NL,,,8,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,9055,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,NP,NL,,,65,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,OM,NL,,,484,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,QA,NL,,,730,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,RS,NL,,,927,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,SA,NL,,,2713,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,SG,NL,,,35,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,SR,NL,,,32,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,SX,NL,,,13,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,TN,NL,,,1574,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,TR,NL,,,68370,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,TZ,NL,,,31,live,,,A
2019,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,UA,NL,,,443,live,,,A
2019,II,Pilosocereus alensis,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,3,live,,,A
2019,II,Pilosocereus alensis,,Caryophyllales,Cactaceae,Pilosocereus,LB,NL,,,36,live,,,A
2019,II,Pilosocereus alensis,,Caryophyllales,Cactaceae,Pilosocereus,TR,NL,,,16,live,,,A
2019,II,Pilosocereus arrabidae,,Caryophyllales,Cactaceae,Pilosocereus,LB,NL,,,28,live,,,A
2019,II,Pilosocereus azulensis,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,104,live,,,A
2019,II,Pilosocereus azulensis,,Caryophyllales,Cactaceae,Pilosocereus,NL,ET,,186288,,live,,T,A
2019,II,Pilosocereus brasiliensis,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,30,live,,,A
2019,II,Pilosocereus brasiliensis,,Caryophyllales,Cactaceae,Pilosocereus,NL,ET,,20448,,live,,T,A
2019,II,Pilosocereus catingicola,,Caryophyllales,Cactaceae,Pilosocereus,TR,NL,,,216,live,,,A
2019,II,Pilosocereus chrysacanthus,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,28,live,,,A
2019,II,Pilosocereus chrysacanthus,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,20,live,,,A
2019,II,Pilosocereus chrysacanthus,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,4,live,,,A
2019,II,Pilosocereus chrysacanthus,,Caryophyllales,Cactaceae,Pilosocereus,UA,NL,,,20,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,3459,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,AM,NL,,,13,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,AZ,NL,,,3,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,BA,NL,,,494,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,BH,NL,,,242,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,2423,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,ES,CN,,11,,live,,T,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,GE,NL,,,186,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,GH,NL,,,4,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,HK,NL,,,5,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,IQ,NL,,,781,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,IS,NL,,,62,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,JO,NL,,,777,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,KE,NL,,,5,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,KW,NL,,,76,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,LB,NL,,,44,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,MD,NL,,,194,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,ME,NL,,,134,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,MV,NL,,,100,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,NL,ET,,44640,,live,,T,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,NL,GT,,2535,,live,,T,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,2743,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,OM,NL,,,17,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,QA,NL,,,18,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,RS,NL,,,323,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,SA,NL,,,1505,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,SG,NL,,,6,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,TH,NL,,,48,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,TZ,NL,,,6,live,,,A
2019,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,UA,NL,,,535,live,,,A
2019,II,Pilosocereus diersianus,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,54,live,,,A
2019,II,Pilosocereus diersianus,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,1,live,,,A
2019,II,Pilosocereus diersianus,,Caryophyllales,Cactaceae,Pilosocereus,UA,NL,,,2,live,,,A
2019,II,Pilosocereus glaucochrous,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,3,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,33,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,BH,NL,,,14,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,960,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,IS,NL,,,32,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,KW,NL,,,15,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,LB,NL,,,670,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,NL,GT,,6122,,live,,T,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,172,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,OM,NL,,,12,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,QA,NL,,,3,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,RS,NL,,,22,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,SA,NL,,,4,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,SG,NL,,,22,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,TR,NL,,,596,live,,,A
2019,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,UA,NL,,,33,live,,,A
2019,II,Pilosocereus leucocephalus,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,1,live,,,A
2019,II,Pilosocereus leucocephalus,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,190,live,,,A
2019,II,Pilosocereus leucocephalus,,Caryophyllales,Cactaceae,Pilosocereus,ES,CN,,3,,live,,T,A
2019,II,Pilosocereus leucocephalus,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,13,live,,,A
2019,II,Pilosocereus magnificus,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,6,live,,,A
2019,II,Pilosocereus magnificus,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,1382,live,,,A
2019,II,Pilosocereus magnificus,,Caryophyllales,Cactaceae,Pilosocereus,DK,CN,,200,,live,,T,A
2019,II,Pilosocereus magnificus,,Caryophyllales,Cactaceae,Pilosocereus,ES,CN,,11,,live,,T,A
2019,II,Pilosocereus magnificus,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,13,live,,,A
2019,II,Pilosocereus oligolepis,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,1,live,,,A
2019,II,Pilosocereus oligolepis,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,1,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,AE,NL,,,6112,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,AM,NL,,,36,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,AW,NL,,,78,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,BA,NL,,,2212,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,BB,NL,,,135,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,BH,NL,,,43,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,BQ,NL,,,12,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,BY,NL,,,48,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,CH,NL,,,10001,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,CW,NL,,,81,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,DO,NL,,,2,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,GE,NL,,,20,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,GF,NL,,,32,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,GH,NL,,,58,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,HK,NL,,,72,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,IQ,NL,,,4260,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,IS,NL,,,293,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,JO,NL,,,811,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,KE,NL,,,11,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,KV,NL,,,40,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,KW,NL,,,459,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,LB,NL,,,178,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,MA,NL,,,60,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,MD,NL,,,792,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,ME,NL,,,680,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,MG,NL,,,1,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,MK,NL,,,623,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,MV,NL,,,70,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,NG,NL,,,18,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,NL,ET,,435213,,live,,T,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,NL,GT,,4874,,live,,T,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,NO,NL,,,2594,live,,,A
2019,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,NP,NL,,,10,live,,,A
